대시보드품목,조회HS,국가코드,국가,기준월,HS코드,품목명,수출액_USD,수입액_USD,수출중량_KG,수입중량_KG,무역수지_USD
자동차부품,8708,IN,인도,2026-01-01,870829,기타,5173457,527253,755237,44741,4646204
자동차부품,8708,IN,인도,2026-01-01,870830,제동장치와 그 부분품,1816397,765698,211373,357910,1050699
자동차부품,8708,IN,인도,2026-01-01,870840,기어박스와 그 부분품,26223534,1003424,1925087,54076,25220110
자동차부품,8708,IN,인도,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",1849088,54193,230489,8912,1794895
자동차부품,8708,IN,인도,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,54027,115302,2761,29943,-61275
자동차부품,8708,IN,인도,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],634431,46523,75045,6349,587908
자동차부품,8708,IN,인도,2026-01-01,870891,방열기와 그 부분품,177087,370077,18751,43446,-192990
자동차부품,8708,IN,인도,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",34268,17886,2862,347,16382
자동차부품,8708,IN,인도,2026-01-01,870893,클러치와 그 부분품,3311647,159138,174566,47375,3152509
자동차부품,8708,IN,인도,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,1821856,2669452,110906,215179,-847596
자동차부품,8708,IN,인도,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,490124,1072879,15798,31707,-582755
자동차부품,8708,IN,인도,2026-01-01,870899,기타,12722451,3771907,1068529,393712,8950544
자동차부품,8708,IQ,이라크,2026-01-01,870810,완충기와 그 부분품,2350,0,5100,0,2350
자동차부품,8708,IQ,이라크,2026-01-01,870829,기타,29006,0,83370,0,29006
자동차부품,8708,IQ,이라크,2026-01-01,870830,제동장치와 그 부분품,857650,0,230585,0,857650
자동차부품,8708,IQ,이라크,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",6120,0,31600,0,6120
자동차부품,8708,IQ,이라크,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,14545,0,31330,0,14545
자동차부품,8708,IQ,이라크,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],287060,0,56176,0,287060
자동차부품,8708,IQ,이라크,2026-01-01,870891,방열기와 그 부분품,25703,0,3859,0,25703
자동차부품,8708,IQ,이라크,2026-01-01,870893,클러치와 그 부분품,397168,0,88834,0,397168
자동차부품,8708,IQ,이라크,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,6015,0,759,0,6015
자동차부품,8708,IQ,이라크,2026-01-01,870899,기타,5765000,0,3950623,0,5765000
자동차부품,8708,IR,이란,2026-01-01,870899,기타,82485,0,22511,0,82485
자동차부품,8708,IS,아이슬란드,2026-01-01,870829,기타,657,0,21,0,657
자동차부품,8708,IS,아이슬란드,2026-01-01,870899,기타,1514,0,35,0,1514
자동차부품,8708,IT,이탈리아,2026-01-01,870810,완충기와 그 부분품,182474,42491,4784,789,139983
자동차부품,8708,IT,이탈리아,2026-01-01,870821,안전벨트,1690774,143,116290,2,1690631
자동차부품,8708,IT,이탈리아,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",34350,24121,3129,549,10229
자동차부품,8708,IT,이탈리아,2026-01-01,870829,기타,640754,181223,46028,3130,459531
자동차부품,8708,IT,이탈리아,2026-01-01,870830,제동장치와 그 부분품,177680,1479188,7058,43974,-1301508
자동차부품,8708,IT,이탈리아,2026-01-01,870840,기어박스와 그 부분품,176649,31799,8499,822,144850
자동차부품,8708,IT,이탈리아,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",1525373,30589,551274,938,1494784
자동차부품,8708,IT,이탈리아,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,12407,174154,1131,3059,-161747
자동차부품,8708,IT,이탈리아,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],57084,60454,5238,5032,-3370
자동차부품,8708,IT,이탈리아,2026-01-01,870891,방열기와 그 부분품,7692,15217,308,590,-7525
자동차부품,8708,IT,이탈리아,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",2224,15284,299,277,-13060
자동차부품,8708,IT,이탈리아,2026-01-01,870893,클러치와 그 부분품,612164,99972,54452,2321,512192
자동차부품,8708,IT,이탈리아,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,18333,50472,759,597,-32139
자동차부품,8708,IT,이탈리아,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,3198,1211,30,7,1987
자동차부품,8708,IT,이탈리아,2026-01-01,870899,기타,1907983,1348469,659895,28473,559514
자동차부품,8708,JM,자마이카,2026-01-01,870899,기타,67103,0,3453,0,67103
자동차부품,8708,JO,요르단,2026-01-01,870830,제동장치와 그 부분품,337212,0,90163,0,337212
자동차부품,8708,JO,요르단,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,1259,0,2900,0,1259
자동차부품,8708,JO,요르단,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],286967,0,54647,0,286967
자동차부품,8708,JO,요르단,2026-01-01,870893,클러치와 그 부분품,206488,0,39420,0,206488
자동차부품,8708,JO,요르단,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,58247,0,6614,0,58247
자동차부품,8708,JO,요르단,2026-01-01,870899,기타,1305624,29417,704806,989,1276207
자동차부품,8708,JP,일본,2026-01-01,870810,완충기와 그 부분품,198668,495283,16257,13172,-296615
자동차부품,8708,JP,일본,2026-01-01,870821,안전벨트,128885,17,12800,0,128868
자동차부품,8708,JP,일본,2026-01-01,870829,기타,4464359,1513245,1124115,167530,2951114
자동차부품,8708,JP,일본,2026-01-01,870830,제동장치와 그 부분품,711746,140040,106972,22165,571706
자동차부품,8708,JP,일본,2026-01-01,870840,기어박스와 그 부분품,1634120,4740592,245105,424360,-3106472
자동차부품,8708,JP,일본,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",1941424,3306010,280006,161480,-1364586
자동차부품,8708,JP,일본,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,898962,146354,189603,5447,752608
자동차부품,8708,JP,일본,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],4239677,180601,670212,14882,4059076
자동차부품,8708,JP,일본,2026-01-01,870891,방열기와 그 부분품,1286125,17110,98184,464,1269015
자동차부품,8708,JP,일본,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",895080,24266,147398,894,870814
자동차부품,8708,JP,일본,2026-01-01,870893,클러치와 그 부분품,1162008,1976782,121384,141608,-814774
자동차부품,8708,JP,일본,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,1592023,109643,760774,18935,1482380
자동차부품,8708,JP,일본,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,408338,212828,46924,9990,195510
자동차부품,8708,JP,일본,2026-01-01,870899,기타,15155432,3732754,2041933,250354,11422678
자동차부품,8708,KE,케냐,2026-01-01,870829,기타,2520,0,10300,0,2520
자동차부품,8708,KE,케냐,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,1627,0,9600,0,1627
자동차부품,8708,KE,케냐,2026-01-01,870899,기타,12899,0,34860,0,12899
자동차부품,8708,KG,키르기스스탄,2026-01-01,870810,완충기와 그 부분품,9392,0,1557,0,9392
자동차부품,8708,KG,키르기스스탄,2026-01-01,870821,안전벨트,92,0,1,0,92
자동차부품,8708,KG,키르기스스탄,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",436,0,1130,0,436
자동차부품,8708,KG,키르기스스탄,2026-01-01,870829,기타,45270,0,42543,0,45270
자동차부품,8708,KG,키르기스스탄,2026-01-01,870830,제동장치와 그 부분품,21694,0,5083,0,21694
자동차부품,8708,KG,키르기스스탄,2026-01-01,870840,기어박스와 그 부분품,5771,0,1599,0,5771
자동차부품,8708,KG,키르기스스탄,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",5136,0,381,0,5136
자동차부품,8708,KG,키르기스스탄,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,23009,0,15348,0,23009
자동차부품,8708,KG,키르기스스탄,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],110379,0,9485,0,110379
자동차부품,8708,KG,키르기스스탄,2026-01-01,870891,방열기와 그 부분품,4370,0,567,0,4370
자동차부품,8708,KG,키르기스스탄,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",1080,0,112,0,1080
자동차부품,8708,KG,키르기스스탄,2026-01-01,870893,클러치와 그 부분품,7375,0,628,0,7375
자동차부품,8708,KG,키르기스스탄,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,75783,0,7285,0,75783
자동차부품,8708,KG,키르기스스탄,2026-01-01,870899,기타,2159257,0,659096,0,2159257
자동차부품,8708,KH,캄보디아,2026-01-01,870810,완충기와 그 부분품,2004,0,81,0,2004
자동차부품,8708,KH,캄보디아,2026-01-01,870821,안전벨트,324,0,10,0,324
자동차부품,8708,KH,캄보디아,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",3262,0,327,0,3262
자동차부품,8708,KH,캄보디아,2026-01-01,870829,기타,67907,130748,48495,1872,-62841
자동차부품,8708,KH,캄보디아,2026-01-01,870830,제동장치와 그 부분품,8722,0,300,0,8722
자동차부품,8708,KH,캄보디아,2026-01-01,870840,기어박스와 그 부분품,5734,295,362,2,5439
자동차부품,8708,KH,캄보디아,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",6230,0,406,0,6230
자동차부품,8708,KH,캄보디아,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,1716,0,2128,0,1716
자동차부품,8708,KH,캄보디아,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],8307,0,418,0,8307
자동차부품,8708,KH,캄보디아,2026-01-01,870891,방열기와 그 부분품,849,0,40,0,849
자동차부품,8708,KH,캄보디아,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",1779,0,292,0,1779
자동차부품,8708,KH,캄보디아,2026-01-01,870893,클러치와 그 부분품,1154,0,56,0,1154
자동차부품,8708,KH,캄보디아,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,6949,0,388,0,6949
자동차부품,8708,KH,캄보디아,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,249,0,8,0,249
자동차부품,8708,KH,캄보디아,2026-01-01,870899,기타,1373584,50768,1520930,5614,1322816
자동차부품,8708,KW,쿠웨이트,2026-01-01,870810,완충기와 그 부분품,7210,0,200,0,7210
자동차부품,8708,KW,쿠웨이트,2026-01-01,870829,기타,479,0,39,0,479
자동차부품,8708,KW,쿠웨이트,2026-01-01,870830,제동장치와 그 부분품,29750,0,9595,0,29750
자동차부품,8708,KW,쿠웨이트,2026-01-01,870891,방열기와 그 부분품,18291,0,1313,0,18291
자동차부품,8708,KW,쿠웨이트,2026-01-01,870899,기타,407619,0,27615,0,407619
자동차부품,8708,KY,영령 캐이맨 군도,2026-01-01,870899,기타,883,0,20,0,883
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870810,완충기와 그 부분품,7678,0,2158,0,7678
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870821,안전벨트,146,0,9,0,146
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",72,0,10,0,72
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870829,기타,142293,0,34927,0,142293
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870830,제동장치와 그 부분품,313274,0,122545,0,313274
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870840,기어박스와 그 부분품,71460,0,7247,0,71460
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",28799,0,3672,0,28799
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,7197,0,1112,0,7197
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],263502,0,23171,0,263502
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870891,방열기와 그 부분품,3970,0,314,0,3970
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",4085,0,546,0,4085
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870893,클러치와 그 부분품,27,0,0,0,27
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,64225,0,6702,0,64225
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,60,0,15,0,60
자동차부품,8708,KZ,카자흐스탄,2026-01-01,870899,기타,10469217,700,878736,6,10468517
자동차부품,8708,LA,라오스,2026-01-01,870810,완충기와 그 부분품,1025,0,87,0,1025
자동차부품,8708,LA,라오스,2026-01-01,870821,안전벨트,30,0,4,0,30
자동차부품,8708,LA,라오스,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",225,0,34,0,225
자동차부품,8708,LA,라오스,2026-01-01,870829,기타,7891,0,1094,0,7891
자동차부품,8708,LA,라오스,2026-01-01,870830,제동장치와 그 부분품,9917,0,314,0,9917
자동차부품,8708,LA,라오스,2026-01-01,870840,기어박스와 그 부분품,330,0,14,0,330
자동차부품,8708,LA,라오스,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",2302,0,752,0,2302
자동차부품,8708,LA,라오스,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,5381,0,636,0,5381
자동차부품,8708,LA,라오스,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],4771,0,412,0,4771
자동차부품,8708,LA,라오스,2026-01-01,870891,방열기와 그 부분품,2272,0,71,0,2272
자동차부품,8708,LA,라오스,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",320,0,63,0,320
자동차부품,8708,LA,라오스,2026-01-01,870893,클러치와 그 부분품,12173,0,705,0,12173
자동차부품,8708,LA,라오스,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,5943,0,311,0,5943
자동차부품,8708,LA,라오스,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,369,0,5,0,369
자동차부품,8708,LA,라오스,2026-01-01,870899,기타,162649,0,77768,0,162649
자동차부품,8708,LB,레바논,2026-01-01,870899,기타,84664,0,34693,0,84664
자동차부품,8708,LC,세인트 루시아,2026-01-01,870899,기타,36,0,1,0,36
자동차부품,8708,LI,리히텐슈타인,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,581026,1640,49708,31,579386
자동차부품,8708,LI,리히텐슈타인,2026-01-01,870899,기타,0,195,0,1,-195
자동차부품,8708,LK,스리랑카,2026-01-01,870810,완충기와 그 부분품,677,0,1471,0,677
자동차부품,8708,LK,스리랑카,2026-01-01,870821,안전벨트,18,0,50,0,18
자동차부품,8708,LK,스리랑카,2026-01-01,870829,기타,2869,0,3363,0,2869
자동차부품,8708,LK,스리랑카,2026-01-01,870830,제동장치와 그 부분품,1831,0,237,0,1831
자동차부품,8708,LK,스리랑카,2026-01-01,870840,기어박스와 그 부분품,59,0,166,0,59
자동차부품,8708,LK,스리랑카,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",496,0,672,0,496
자동차부품,8708,LK,스리랑카,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,598,0,424,0,598
자동차부품,8708,LK,스리랑카,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],1894,0,797,0,1894
자동차부품,8708,LK,스리랑카,2026-01-01,870891,방열기와 그 부분품,594,0,138,0,594
자동차부품,8708,LK,스리랑카,2026-01-01,870893,클러치와 그 부분품,454,0,44,0,454
자동차부품,8708,LK,스리랑카,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,650,0,300,0,650
자동차부품,8708,LK,스리랑카,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,9,0,25,0,9
자동차부품,8708,LK,스리랑카,2026-01-01,870899,기타,64718,0,15239,0,64718
자동차부품,8708,LT,리투아니아,2026-01-01,870810,완충기와 그 부분품,0,379,0,17,-379
자동차부품,8708,LT,리투아니아,2026-01-01,870829,기타,0,39,0,0,-39
자동차부품,8708,LT,리투아니아,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],0,43,0,2,-43
자동차부품,8708,LT,리투아니아,2026-01-01,870899,기타,7749,2520,78,39,5229
자동차부품,8708,LU,룩셈부르그,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",0,26545,0,713,-26545
자동차부품,8708,LU,룩셈부르그,2026-01-01,870829,기타,0,22385,0,297,-22385
자동차부품,8708,LU,룩셈부르그,2026-01-01,870899,기타,0,12749,0,34,-12749
자동차부품,8708,LV,라트비아,2026-01-01,870810,완충기와 그 부분품,0,1401,0,3,-1401
자동차부품,8708,LV,라트비아,2026-01-01,870840,기어박스와 그 부분품,0,2497,0,10,-2497
자동차부품,8708,LV,라트비아,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",0,2950,0,33,-2950
자동차부품,8708,LV,라트비아,2026-01-01,870891,방열기와 그 부분품,0,1003,0,21,-1003
자동차부품,8708,LV,라트비아,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",0,1584,0,73,-1584
자동차부품,8708,LV,라트비아,2026-01-01,870899,기타,1178,24721,3,101,-23543
자동차부품,8708,LY,리비아,2026-01-01,870830,제동장치와 그 부분품,60913,0,21590,0,60913
자동차부품,8708,LY,리비아,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],391774,0,53986,0,391774
자동차부품,8708,LY,리비아,2026-01-01,870891,방열기와 그 부분품,6700,0,1195,0,6700
자동차부품,8708,LY,리비아,2026-01-01,870893,클러치와 그 부분품,65491,0,10980,0,65491
자동차부품,8708,LY,리비아,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,170604,0,20301,0,170604
자동차부품,8708,LY,리비아,2026-01-01,870899,기타,1562418,0,540877,0,1562418
자동차부품,8708,MA,모로코,2026-01-01,870829,기타,0,527,0,12,-527
자동차부품,8708,MA,모로코,2026-01-01,870830,제동장치와 그 부분품,0,269,0,10,-269
자동차부품,8708,MA,모로코,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",0,925,0,23,-925
자동차부품,8708,MA,모로코,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,0,2140,0,35,-2140
자동차부품,8708,MA,모로코,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],63900,0,15612,0,63900
자동차부품,8708,MA,모로코,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,0,25,0,1,-25
자동차부품,8708,MA,모로코,2026-01-01,870899,기타,156864,2436,53915,36,154428
자동차부품,8708,MD,몰도바,2026-01-01,870899,기타,739,0,26,0,739
자동차부품,8708,MG,마다카스카르,2026-01-01,870829,기타,43500,0,19081,0,43500
자동차부품,8708,MG,마다카스카르,2026-01-01,870899,기타,150445,0,36396,0,150445
자동차부품,8708,MH,마샬군도,2026-01-01,870829,기타,12229,0,1305,0,12229
자동차부품,8708,MH,마샬군도,2026-01-01,870830,제동장치와 그 부분품,727,0,46,0,727
자동차부품,8708,MH,마샬군도,2026-01-01,870840,기어박스와 그 부분품,145,0,5,0,145
자동차부품,8708,MH,마샬군도,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",297,0,12,0,297
자동차부품,8708,MH,마샬군도,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],269,0,16,0,269
자동차부품,8708,MH,마샬군도,2026-01-01,870891,방열기와 그 부분품,382,0,9,0,382
자동차부품,8708,MH,마샬군도,2026-01-01,870893,클러치와 그 부분품,466,0,29,0,466
자동차부품,8708,MH,마샬군도,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,316,0,7,0,316
자동차부품,8708,MH,마샬군도,2026-01-01,870899,기타,14412,0,483,0,14412
자동차부품,8708,MK,마세도니아,2026-01-01,870829,기타,14144,11,294,0,14133
자동차부품,8708,MK,마세도니아,2026-01-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,12948,0,1981,0,12948
자동차부품,8708,MK,마세도니아,2026-01-01,870899,기타,23,485,3,7,-462
자동차부품,8708,ML,말리,2026-01-01,870840,기어박스와 그 부분품,2731,0,180,0,2731
자동차부품,8708,MM,미얀마,2026-01-01,870810,완충기와 그 부분품,631,0,6,0,631
자동차부품,8708,MM,미얀마,2026-01-01,870821,안전벨트,1,0,0,0,1
자동차부품,8708,MM,미얀마,2026-01-01,870829,기타,7261,0,79,0,7261
자동차부품,8708,MM,미얀마,2026-01-01,870830,제동장치와 그 부분품,6084,0,15,0,6084
자동차부품,8708,MM,미얀마,2026-01-01,870840,기어박스와 그 부분품,1650,0,14,0,1650
자동차부품,8708,MM,미얀마,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",3878,0,28,0,3878
자동차부품,8708,MM,미얀마,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,2170,0,29,0,2170
자동차부품,8708,MM,미얀마,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],6368,0,32,0,6368
자동차부품,8708,MM,미얀마,2026-01-01,870891,방열기와 그 부분품,131,0,1,0,131
자동차부품,8708,MM,미얀마,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",277,0,3,0,277
자동차부품,8708,MM,미얀마,2026-01-01,870893,클러치와 그 부분품,119,0,1,0,119
자동차부품,8708,MM,미얀마,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,3212,0,2663,0,3212
자동차부품,8708,MM,미얀마,2026-01-01,870899,기타,141459,0,5084,0,141459
자동차부품,8708,MN,몽골,2026-01-01,870810,완충기와 그 부분품,85615,0,5533,0,85615
자동차부품,8708,MN,몽골,2026-01-01,870821,안전벨트,3985,0,803,0,3985
자동차부품,8708,MN,몽골,2026-01-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",571,0,135,0,571
자동차부품,8708,MN,몽골,2026-01-01,870829,기타,215876,0,32652,0,215876
자동차부품,8708,MN,몽골,2026-01-01,870830,제동장치와 그 부분품,24279,0,3252,0,24279
자동차부품,8708,MN,몽골,2026-01-01,870840,기어박스와 그 부분품,5186,0,506,0,5186
자동차부품,8708,MN,몽골,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",6822,0,552,0,6822
자동차부품,8708,MN,몽골,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,9284,0,2365,0,9284
자동차부품,8708,MN,몽골,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],45162,0,13033,0,45162
자동차부품,8708,MN,몽골,2026-01-01,870891,방열기와 그 부분품,14085,0,1174,0,14085
자동차부품,8708,MN,몽골,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",1384,0,280,0,1384
자동차부품,8708,MN,몽골,2026-01-01,870893,클러치와 그 부분품,9984,0,797,0,9984
자동차부품,8708,MN,몽골,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,5948,0,360,0,5948
자동차부품,8708,MN,몽골,2026-01-01,870899,기타,331922,70,74074,4,331852
자동차부품,8708,MO,마카오,2026-01-01,870810,완충기와 그 부분품,3575,0,179,0,3575
자동차부품,8708,MO,마카오,2026-01-01,870821,안전벨트,3,0,0,0,3
자동차부품,8708,MO,마카오,2026-01-01,870829,기타,11506,0,1100,0,11506
자동차부품,8708,MO,마카오,2026-01-01,870830,제동장치와 그 부분품,3146,0,266,0,3146
자동차부품,8708,MO,마카오,2026-01-01,870840,기어박스와 그 부분품,734,0,66,0,734
자동차부품,8708,MO,마카오,2026-01-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",654,0,145,0,654
자동차부품,8708,MO,마카오,2026-01-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,99,0,12,0,99
자동차부품,8708,MO,마카오,2026-01-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],1488,0,102,0,1488
자동차부품,8708,MO,마카오,2026-01-01,870891,방열기와 그 부분품,43,0,9,0,43
자동차부품,8708,MO,마카오,2026-01-01,870892,"소음기(머플러), 배기관, 그 부분품",864,0,362,0,864
자동차부품,8708,MO,마카오,2026-01-01,870893,클러치와 그 부분품,707,0,111,0,707
자동차부품,8708,MO,마카오,2026-01-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,1258,0,56,0,1258
